level_fl,mass_t,isa_dev_c,mach,tas_kt,fuel_per_engine_kgh,fuel_total_kgh,specific_range_nm_per_t,illegible,manual_review
410,110,-15,0.95,526,2895,11580,45.42,False,False
410,110,-10,0.95,532,2938,11752,45.27,False,False
410,110,-5,0.95,539,2979,11916,45.23,False,False
410,110,0,0.95,545,3020,12080,45.12,False,False
410,110,5,0.95,551,3061,12244,45,False,False
410,110,10,0.95,557,3103,12412,44.88,False,False
410,110,15,0.95,563,3143,12572,44.78,False,False
410,110,20,0.95,569,3183,12732,44.69,False,False
410,105,-20,0.95,519,2668,10672,48.63,False,False
410,105,-15,0.95,526,2708,10832,48.56,False,False
410,105,-10,0.95,532,2747,10988,48.42,False,False
410,105,-5,0.95,539,2786,11144,48.37,False,False
410,105,0,0.95,545,2824,11296,48.25,False,False
410,105,5,0.95,551,2863,11452,48.11,False,False
410,105,10,0.95,557,2901,11604,48,False,False
410,105,15,0.95,563,2939,11756,47.89,False,False
410,105,20,0.95,569,2977,11908,47.78,False,False
410,100,-20,0.95,519,2494,9976,52.02,False,False
410,100,-15,0.95,526,2531,10124,51.96,False,False
410,100,-10,0.95,532,2568,10272,51.79,False,False
410,100,-5,0.95,539,2604,10416,51.75,False,False
410,100,0,0.95,545,2640,10560,51.61,False,False
410,100,5,0.95,551,2675,10700,51.5,False,False
410,100,10,0.95,557,2711,10844,51.36,False,False
410,100,15,0.95,563,2746,10984,51.26,False,False
410,100,20,0.95,569,2782,11128,51.13,False,False
